Weld,C,Mn,Si,S,P,Ti,B,Al,N,O,Cr ,Ni,Mo,V,Cu ,Nb,YS,TS,Temp
TiBN,0.066,1.43,0.33,0.008,0.009,0.012,0.0148,0.0005,0.0075,0.0351,0.03,0.03,0.005,0.0005,0.03,0.0005,486,570,-59
TiBN,0.067,1.41,0.36,0.009,0.009,0.012,0.0195,0.0005,0.008,0.0367,0.03,0.03,0.005,0.0005,0.03,0.0005,479,554,-40
TiBN,0.072,1.5,0.38,0.006,0.01,0.026,0.0002,0.0005,0.0077,0.0291,0.03,0.03,0.005,0.0005,0.03,0.0005,509,578,-56
TiBN,0.07,1.48,0.43,0.007,0.01,0.026,0.0021,0.0005,0.007,0.0314,0.03,0.03,0.005,0.0005,0.03,0.0005,529,581,-72
TiBN,0.07,1.53,0.42,0.007,0.009,0.029,0.0046,0.0005,0.0069,0.0292,0.03,0.03,0.005,0.0005,0.03,0.0005,501,564,-82
TiBN,0.066,1.45,0.39,0.006,0.008,0.027,0.0091,0.0005,0.0075,0.0255,0.03,0.03,0.005,0.0005,0.03,0.0005,497,559,-81
TiBN,0.074,1.42,0.38,0.006,0.009,0.027,0.0126,0.0005,0.0072,0.0269,0.03,0.03,0.005,0.0005,0.03,0.0005,494,572,-69
TiBN,0.069,1.36,0.37,0.007,0.009,0.025,0.0169,0.0005,0.0063,0.0253,0.03,0.03,0.005,0.0005,0.03,0.0005,479,563,-52
TiBN,0.069,1.47,0.45,0.005,0.006,0.041,0.0002,0.0005,0.0077,0.0282,0.03,0.03,0.005,0.0005,0.03,0.0005,504,577,-61
TiBN,0.077,1.56,0.39,0.006,0.011,0.04,0.0014,0.0005,0.0068,0.0286,0.03,0.03,0.005,0.0005,0.03,0.0005,558,616,-77
TiBN,0.074,1.5,0.39,0.006,0.009,0.041,0.0029,0.0005,0.0072,0.0275,0.03,0.03,0.005,0.0005,0.03,0.0005,548,590,-79
TiBN,0.075,1.49,0.37,0.006,0.01,0.037,0.0041,0.0005,0.0069,0.0282,0.03,0.03,0.005,0.0005,0.03,0.0005,546,594,-81
TiBN,0.075,1.5,0.4,0.006,0.01,0.039,0.0051,0.0005,0.0085,0.0297,0.03,0.03,0.005,0.0005,0.03,0.0005,514,571,-83
TiBN,0.077,1.53,0.42,0.006,0.01,0.043,0.0108,0.0005,0.0079,0.0298,0.03,0.03,0.005,0.0005,0.03,0.0005,547,601,-62
TiBN,0.073,1.52,0.4,0.006,0.011,0.039,0.0158,0.0005,0.0084,0.029,0.03,0.03,0.005,0.0005,0.03,0.0005,517,586,-53
TiBN,0.074,1.5,0.47,0.006,0.01,0.058,0.0001,0.0005,0.0075,0.0292,0.03,0.03,0.005,0.0005,0.03,0.0005,546,615,-56
TiBN,0.079,1.54,0.48,0.006,0.01,0.061,0.0014,0.0005,0.0081,0.0276,0.03,0.03,0.005,0.0005,0.03,0.0005,545,617,-74
TiBN,0.073,1.54,0.48,0.006,0.01,0.052,0.0032,0.0005,0.0084,0.0294,0.03,0.03,0.005,0.0005,0.03,0.0005,516,590,-76
TiBN,0.075,1.52,0.45,0.005,0.009,0.061,0.0059,0.0005,0.0082,0.028,0.03,0.03,0.005,0.0005,0.03,0.0005,539,610,-65
TiBN,0.07,1.48,0.42,0.006,0.009,0.061,0.0095,0.0005,0.0063,0.0298,0.03,0.03,0.005,0.0005,0.03,0.0005,556,609,-55
TiBN,0.067,1.49,0.4,0.005,0.009,0.064,0.0122,0.0005,0.0078,0.0305,0.03,0.03,0.005,0.0005,0.03,0.0005,549,605,-42
TiBN,0.074,1.48,0.39,0.005,0.009,0.066,0.0155,0.0005,0.0071,0.032,0.03,0.03,0.005,0.0005,0.03,0.0005,538,606,-26
BN,0.074,1.58,0.28,0.008,0.008,0.0005,0.0005,0.0005,0.0145,0.0402,0.03,0.03,0.005,0.0005,0.03,0.0005,473,566,5
TiBN,0.074,1.6,0.31,0.007,0.008,0.0005,0.0015,0.0005,0.0131,0.0409,0.03,0.03,0.005,0.0005,0.03,0.0005,475,565,6
TiBN,0.077,1.55,0.32,0.007,0.008,0.0005,0.0038,0.0005,0.014,0.0404,0.03,0.03,0.005,0.0005,0.03,0.0005,492,571,6
TiBN,0.074,1.59,0.35,0.007,0.008,0.0005,0.0072,0.0005,0.0155,0.0372,0.03,0.03,0.005,0.0005,0.03,0.0005,468,571,-2
TiBN,0.075,1.58,0.33,0.007,0.008,0.0005,0.0109,0.0005,0.0147,0.0405,0.03,0.03,0.005,0.0005,0.03,0.0005,462,544,-16
TiBN,0.082,1.6,0.36,0.007,0.008,0.0005,0.0141,0.0005,0.0142,0.036,0.03,0.03,0.005,0.0005,0.03,0.0005,474,549,-29
TiBN,0.07,1.55,0.39,0.007,0.007,0.0007,0.016,0.0005,0.0144,0.0396,0.03,0.03,0.005,0.0005,0.03,0.0005,474,562,-52
TiBN,0.074,1.58,0.28,0.008,0.008,0.0005,0.0005,0.0005,0.0145,0.0402,0.03,0.03,0.005,0.0005,0.03,0.0005,473,566,5
TiBN,0.056,1.37,0.26,0.006,0.009,0.0036,0.0038,0.0005,0.0133,0.036,0.03,0.03,0.005,0.0005,0.03,0.0005,462,534,-39
TiBN,0.05,1.4,0.28,0.007,0.01,0.004,0.008,0.0005,0.013,0.0385,0.03,0.03,0.005,0.0005,0.03,0.0005,467,526,-23
TiBN,0.048,1.36,0.31,0.007,0.01,0.0045,0.0119,0.0005,0.0127,0.0299,0.03,0.03,0.005,0.0005,0.03,0.0005,427,503,-32
TiBN,0.048,1.38,0.32,0.006,0.009,0.0045,0.0161,0.0005,0.0125,0.0325,0.03,0.03,0.005,0.0005,0.03,0.0005,431,494,-32
TiBN,0.045,1.4,0.35,0.006,0.009,0.0047,0.019,0.0005,0.0128,0.0325,0.03,0.03,0.005,0.0005,0.03,0.0005,454,512,-38
TiBN,0.07,1.5,0.29,0.008,0.009,0.012,0.0002,0.0005,0.0164,0.0341,0.03,0.03,0.005,0.0005,0.03,0.0005,513,573,-29
TiBN,0.071,1.53,0.27,0.005,0.009,0.012,0.0032,0.0005,0.0167,0.0315,0.03,0.03,0.005,0.0005,0.03,0.0005,526,581,-36
TiBN,0.073,1.53,0.28,0.005,0.01,0.013,0.0057,0.0005,0.0172,0.0313,0.03,0.03,0.005,0.0005,0.03,0.0005,515,565,-37
TiBN,0.068,1.47,0.27,0.005,0.009,0.011,0.009,0.0005,0.0152,0.0265,0.03,0.03,0.005,0.0005,0.03,0.0005,485,549,-43
TiBN,0.068,1.43,0.29,0.005,0.009,0.011,0.0129,0.0005,0.0154,0.0308,0.03,0.03,0.005,0.0005,0.03,0.0005,466,533,-46
TiBN,0.068,1.45,0.35,0.005,0.009,0.01,0.0158,0.0005,0.0167,0.0311,0.03,0.03,0.005,0.0005,0.03,0.0005,453,520,-47
TiBN,0.068,1.51,0.39,0.007,0.009,0.03,0.0002,0.0005,0.0166,0.0278,0.03,0.03,0.005,0.0005,0.03,0.0005,546,611,-35
TiBN,0.071,1.54,0.37,0.004,0.007,0.02,0.0046,0.0005,0.0161,0.0289,0.03,0.03,0.005,0.0005,0.03,0.0005,513,572,-37
TiBN,0.07,1.51,0.42,0.005,0.008,0.021,0.0105,0.0005,0.0156,0.0271,0.03,0.03,0.005,0.0005,0.03,0.0005,504,556,-43
TiBN,0.07,1.61,0.39,0.004,0.006,0.021,0.0147,0.0005,0.017,0.0269,0.03,0.03,0.005,0.0005,0.03,0.0005,501,554,-48
TiBN,0.067,1.5,0.41,0.004,0.006,0.023,0.02,0.0005,0.0141,0.0274,0.03,0.03,0.005,0.0005,0.03,0.0005,493,569,-50
TiBN,0.066,1.48,0.47,0.007,0.011,0.041,0.0002,0.0005,0.0164,0.0285,0.03,0.03,0.005,0.0005,0.03,0.0005,578,632,-44
TiBN,0.072,1.53,0.37,0.006,0.011,0.037,0.0015,0.0005,0.0149,0.0291,0.03,0.03,0.005,0.0005,0.03,0.0005,551,614,-48
TiBN,0.071,1.51,0.38,0.007,0.011,0.041,0.0029,0.0005,0.0143,0.0285,0.03,0.03,0.005,0.0005,0.03,0.0005,532,593,-48
TiBN,0.069,1.48,0.34,0.007,0.01,0.037,0.004,0.0005,0.0149,0.0281,0.03,0.03,0.005,0.0005,0.03,0.0005,521,584,-48
TiBN,0.068,1.46,0.34,0.006,0.01,0.035,0.0054,0.0005,0.0139,0.0284,0.03,0.03,0.005,0.0005,0.03,0.0005,518,575,-52
TiBN,0.069,1.48,0.35,0.007,0.011,0.035,0.0102,0.0005,0.014,0.0277,0.03,0.03,0.005,0.0005,0.03,0.0005,503,555,-64
TiBN,0.066,1.39,0.35,0.006,0.009,0.036,0.0158,0.0005,0.0138,0.029,0.03,0.03,0.005,0.0005,0.03,0.0005,489,557,-67
TiBN,0.073,1.66,0.27,0.009,0.008,0.0005,0.0005,0.0005,0.0235,0.0399,0.03,0.03,0.005,0.0005,0.03,0.0005,505,607,20
TiBN,0.078,1.6,0.3,0.007,0.007,0.0005,0.003,0.0005,0.0208,0.0393,0.03,0.03,0.005,0.0005,0.03,0.0005,506,600,18
TiBN,0.083,1.59,0.31,0.007,0.008,0.0005,0.0042,0.0005,0.0225,0.0377,0.03,0.03,0.005,0.0005,0.03,0.0005,501,586,15
TiBN,0.079,1.58,0.34,0.007,0.007,0.0005,0.008,0.0005,0.0217,0.036,0.03,0.03,0.005,0.0005,0.03,0.0005,493,580,13
TiBN,0.071,1.6,0.36,0.007,0.008,0.0005,0.0111,0.0005,0.0227,0.038,0.03,0.03,0.005,0.0005,0.03,0.0005,482,564,8
TiBN,0.078,1.58,0.38,0.007,0.007,0.0005,0.0123,0.0005,0.0227,0.0335,0.03,0.03,0.005,0.0005,0.03,0.0005,470,555,1
TiBN,0.064,1.43,0.36,0.008,0.008,0.0005,0.016,0.0005,0.0233,0.0426,0.03,0.03,0.005,0.0005,0.03,0.0005,439,528,-13
TiBN,0.069,1.45,0.26,0.01,0.013,0.0029,0.0002,0.0005,0.0226,0.0391,0.03,0.03,0.005,0.0005,0.03,0.0005,492,581,-24
TiBN,0.048,1.42,0.24,0.006,0.008,0.0035,0.0034,0.0005,0.0234,0.031,0.03,0.03,0.005,0.0005,0.03,0.0005,497,568,-28
TiBN,0.048,1.45,0.26,0.006,0.009,0.0038,0.0066,0.0005,0.0238,0.0308,0.03,0.03,0.005,0.0005,0.03,0.0005,484,554,-13
TiBN,0.047,1.44,0.29,0.006,0.008,0.0041,0.0105,0.0005,0.0236,0.0287,0.03,0.03,0.005,0.0005,0.03,0.0005,459,529,-16
TiBN,0.045,1.47,0.34,0.006,0.009,0.0045,0.0167,0.0005,0.0223,0.0308,0.03,0.03,0.005,0.0005,0.03,0.0005,459,516,-23
TiBN,0.046,1.46,0.34,0.006,0.009,0.0046,0.0197,0.0005,0.0222,0.0351,0.03,0.03,0.005,0.0005,0.03,0.0005,429,496,-26
TiBN,0.07,1.45,0.28,0.009,0.009,0.012,0.0002,0.0005,0.0239,0.0315,0.03,0.03,0.005,0.0005,0.03,0.0005,523,599,-23
TiBN,0.068,1.46,0.35,0.005,0.01,0.012,0.0029,0.0005,0.0243,0.0314,0.03,0.03,0.005,0.0005,0.03,0.0005,531,592,-26
TiBN,0.068,1.45,0.34,0.005,0.009,0.012,0.0059,0.0005,0.025,0.0335,0.03,0.03,0.005,0.0005,0.03,0.0005,535,587,-22
TiBN,0.068,1.39,0.33,0.005,0.009,0.011,0.009,0.0005,0.027,0.0314,0.03,0.03,0.005,0.0005,0.03,0.0005,519,577,-29
TiBN,0.065,1.47,0.3,0.004,0.009,0.011,0.0128,0.0005,0.0239,0.0319,0.03,0.03,0.005,0.0005,0.03,0.0005,496,551,-34
TiBN,0.061,1.37,0.3,0.005,0.009,0.01,0.0162,0.0005,0.021,0.031,0.03,0.03,0.005,0.0005,0.03,0.0005,470,534,-35
TiBN,0.067,1.48,0.4,0.006,0.008,0.032,0.0002,0.0005,0.0253,0.0286,0.03,0.03,0.005,0.0005,0.03,0.0005,546,621,-24
TiBN,0.072,1.47,0.32,0.005,0.006,0.019,0.0043,0.0005,0.0265,0.0248,0.03,0.03,0.005,0.0005,0.03,0.0005,532,592,-18
TiBN,0.069,1.41,0.34,0.005,0.006,0.021,0.0091,0.0005,0.0236,0.0261,0.03,0.03,0.005,0.0005,0.03,0.0005,508,585,-22
TiBN,0.068,1.44,0.34,0.005,0.006,0.021,0.0143,0.0005,0.0236,0.027,0.03,0.03,0.005,0.0005,0.03,0.0005,493,556,-34
TiBN,0.07,1.37,0.4,0.006,0.006,0.025,0.02,0.0005,0.0224,0.0269,0.03,0.03,0.005,0.0005,0.03,0.0005,496,549,-46
TiBN,0.07,1.46,0.4,0.007,0.01,0.043,0.0002,0.0005,0.0225,0.0299,0.03,0.03,0.005,0.0005,0.03,0.0005,552,633,-30
TiBN,0.071,1.51,0.38,0.007,0.01,0.041,0.0016,0.0005,0.0227,0.0287,0.03,0.03,0.005,0.0005,0.03,0.0005,542,633,-30
TiBN,0.068,1.42,0.36,0.007,0.009,0.038,0.0028,0.0005,0.022,0.0299,0.03,0.03,0.005,0.0005,0.03,0.0005,537,612,-27
TiBN,0.069,1.51,0.36,0.007,0.008,0.041,0.0044,0.0005,0.0232,0.0292,0.03,0.03,0.005,0.0005,0.03,0.0005,558,621,-24
TiBN,0.071,1.46,0.36,0.007,0.01,0.037,0.0052,0.0005,0.0229,0.0284,0.03,0.03,0.005,0.0005,0.03,0.0005,537,601,-25
TiBN,0.073,1.44,0.35,0.007,0.011,0.036,0.011,0.0005,0.0229,0.0285,0.03,0.03,0.005,0.0005,0.03,0.0005,491,562,-38
TiBN,0.066,1.4,0.36,0.007,0.012,0.039,0.0167,0.0005,0.0217,0.0297,0.03,0.03,0.005,0.0005,0.03,0.0005,474,541,-52
TiB,0.073,1.51,0.3,0.007,0.007,0.0005,0.0001,0.0005,0.0094,0.0449,0.03,0.03,0.005,0.0005,0.03,0.0005,462,539,-15
TiB,0.067,1.53,0.27,0.008,0.007,0.0002,0.0016,0.0005,0.0086,0.0456,0.03,0.03,0.005,0.0005,0.03,0.0005,461,530,-11
TiB,0.071,1.58,0.29,0.007,0.006,0.0002,0.0028,0.0005,0.0084,0.0452,0.03,0.03,0.005,0.0005,0.03,0.0005,462,537,-14
TiB,0.066,1.48,0.33,0.008,0.007,0.0005,0.0064,0.0005,0.0074,0.0511,0.03,0.03,0.005,0.0005,0.03,0.0005,467,542,-22
TiB,0.066,1.48,0.37,0.008,0.008,0.0005,0.0109,0.0005,0.0063,0.0493,0.03,0.03,0.005,0.0005,0.03,0.0005,431,521,-37
TiB,0.068,1.53,0.39,0.008,0.007,0.0005,0.0146,0.0005,0.0083,0.0489,0.03,0.03,0.005,0.0005,0.03,0.0005,470,547,-50
TiB,0.064,1.49,0.4,0.007,0.005,0.0005,0.0195,0.0005,0.0085,0.0503,0.03,0.03,0.005,0.0005,0.03,0.0005,478,561,-34
TiB,0.074,1.46,0.28,0.008,0.008,0.0035,0.0003,0.0005,0.0079,0.0443,0.03,0.03,0.005,0.0005,0.03,0.0005,460,533,-68
TiB,0.068,1.51,0.34,0.007,0.008,0.0033,0.0033,0.0005,0.007,0.047,0.03,0.03,0.005,0.0005,0.03,0.0005,514,575,-60
TiB,0.065,1.48,0.35,0.007,0.007,0.0034,0.007,0.0005,0.0074,0.0466,0.03,0.03,0.005,0.0005,0.03,0.0005,479,540,-55
TiB,0.064,1.43,0.36,0.007,0.007,0.0036,0.0112,0.0005,0.0071,0.0447,0.03,0.03,0.005,0.0005,0.03,0.0005,479,533,-65
TiB,0.067,1.45,0.31,0.008,0.008,0.0038,0.014,0.0005,0.0075,0.0449,0.03,0.03,0.005,0.0005,0.03,0.0005,477,545,-60
TiB,0.066,1.44,0.39,0.007,0.009,0.0045,0.0192,0.0005,0.0071,0.0435,0.03,0.03,0.005,0.0005,0.03,0.0005,460,557,-50
TiB,0.074,1.45,0.3,0.007,0.009,0.012,0.0002,0.0005,0.0084,0.0337,0.03,0.03,0.005,0.0005,0.03,0.0005,480,538,-43
TiB,0.071,1.55,0.35,0.007,0.01,0.013,0.0038,0.0005,0.0068,0.037,0.03,0.03,0.005,0.0005,0.03,0.0005,512,560,-57
TiB,0.071,1.53,0.34,0.007,0.01,0.011,0.0071,0.0005,0.0069,0.038,0.03,0.03,0.005,0.0005,0.03,0.0005,486,540,-56
TiB,0.068,1.45,0.34,0.008,0.009,0.013,0.0112,0.0005,0.0084,0.0339,0.03,0.03,0.005,0.0005,0.03,0.0005,488,554,-65
TiB,0.066,1.43,0.33,0.008,0.009,0.012,0.0148,0.0005,0.0075,0.0351,0.03,0.03,0.005,0.0005,0.03,0.0005,486,570,-59
TiB,0.067,1.41,0.36,0.009,0.009,0.012,0.0195,0.0005,0.008,0.0367,0.03,0.03,0.005,0.0005,0.03,0.0005,479,554,-40
TiB,0.072,1.5,0.38,0.006,0.01,0.026,0.0002,0.0005,0.0077,0.0291,0.03,0.03,0.005,0.0005,0.03,0.0005,509,578,-56
TiB,0.07,1.48,0.43,0.007,0.01,0.026,0.0021,0.0005,0.007,0.0314,0.03,0.03,0.005,0.0005,0.03,0.0005,529,581,-72
TiB,0.07,1.53,0.42,0.007,0.009,0.029,0.0046,0.0005,0.0069,0.0292,0.03,0.03,0.005,0.0005,0.03,0.0005,501,564,-82
TiB,0.066,1.45,0.39,0.006,0.008,0.027,0.0091,0.0005,0.0075,0.0255,0.03,0.03,0.005,0.0005,0.03,0.0005,497,559,-81
TiB,0.074,1.42,0.38,0.006,0.009,0.027,0.0126,0.0005,0.0072,0.0269,0.03,0.03,0.005,0.0005,0.03,0.0005,494,572,-69
TiB,0.069,1.36,0.37,0.007,0.009,0.025,0.0169,0.0005,0.0063,0.0253,0.03,0.03,0.005,0.0005,0.03,0.0005,479,563,-52
TiB,0.069,1.47,0.45,0.005,0.006,0.041,0.0002,0.0005,0.0077,0.0282,0.03,0.03,0.005,0.0005,0.03,0.0005,504,577,-61
TiB,0.077,1.56,0.39,0.006,0.011,0.04,0.0014,0.0005,0.0068,0.0286,0.03,0.03,0.005,0.0005,0.03,0.0005,558,616,-77
TiB,0.074,1.5,0.39,0.006,0.009,0.041,0.0029,0.0005,0.0072,0.0275,0.03,0.03,0.005,0.0005,0.03,0.0005,548,590,-79
TiB,0.075,1.49,0.37,0.006,0.01,0.037,0.0041,0.0005,0.0069,0.0282,0.03,0.03,0.005,0.0005,0.03,0.0005,546,594,-81
TiB,0.075,1.5,0.4,0.006,0.01,0.039,0.0051,0.0005,0.0085,0.0297,0.03,0.03,0.005,0.0005,0.03,0.0005,514,571,-83
TiB,0.077,1.53,0.42,0.006,0.01,0.043,0.0108,0.0005,0.0079,0.0298,0.03,0.03,0.005,0.0005,0.03,0.0005,547,601,-62
TiB,0.073,1.52,0.4,0.006,0.011,0.039,0.0158,0.0005,0.0084,0.029,0.03,0.03,0.005,0.0005,0.03,0.0005,517,586,-53
TiB,0.074,1.5,0.47,0.006,0.01,0.058,0.0001,0.0005,0.0075,0.0292,0.03,0.03,0.005,0.0005,0.03,0.0005,546,615,-56
TiB,0.079,1.54,0.48,0.006,0.01,0.061,0.0014,0.0005,0.0081,0.0276,0.03,0.03,0.005,0.0005,0.03,0.0005,545,617,-74
TiB,0.073,1.54,0.48,0.006,0.01,0.052,0.0032,0.0005,0.0084,0.0294,0.03,0.03,0.005,0.0005,0.03,0.0005,516,590,-76
TiB,0.075,1.52,0.45,0.005,0.009,0.061,0.0059,0.0005,0.0082,0.028,0.03,0.03,0.005,0.0005,0.03,0.0005,539,610,-65
TiB,0.07,1.48,0.42,0.006,0.009,0.061,0.0095,0.0005,0.0063,0.0298,0.03,0.03,0.005,0.0005,0.03,0.0005,556,609,-55
TiB,0.067,1.49,0.4,0.005,0.009,0.064,0.0122,0.0005,0.0078,0.0305,0.03,0.03,0.005,0.0005,0.03,0.0005,549,605,-42
TiB,0.074,1.48,0.39,0.005,0.009,0.066,0.0155,0.0005,0.0071,0.032,0.03,0.03,0.005,0.0005,0.03,0.0005,538,606,-26
TiN,0.074,1.4,0.25,0.006,0.007,0.0001,0.0002,0.0005,0.0079,0.0475,0.03,0.03,0.005,0.0005,0.03,0.0005,445,528,-14
TiN,0.077,1.46,0.27,0.008,0.007,0.0028,0.0002,0.0005,0.0081,0.0459,0.03,0.03,0.005,0.0005,0.03,0.0005,471,544,-68
TiN,0.073,1.41,0.26,0.007,0.011,0.009,0.0002,0.0005,0.0083,0.0392,0.03,0.03,0.005,0.0005,0.03,0.0005,478,540,-50
TiN,0.074,1.45,0.3,0.007,0.009,0.015,0.0002,0.0005,0.0084,0.0337,0.03,0.03,0.005,0.0005,0.03,0.0005,480,538,-43
TiN,0.072,1.44,0.35,0.006,0.012,0.02,0.0002,0.0005,0.0071,0.0312,0.03,0.03,0.005,0.0005,0.03,0.0005,497,563,-53
TiN,0.072,1.5,0.38,0.006,0.01,0.026,0.0002,0.0005,0.0077,0.0291,0.03,0.03,0.005,0.0005,0.03,0.0005,509,578,-56
TiN,0.069,1.45,0.4,0.006,0.008,0.033,0.0002,0.0005,0.0081,0.0285,0.03,0.03,0.005,0.0005,0.03,0.0005,509,562,-59
TiN,0.069,1.47,0.45,0.005,0.006,0.041,0.0002,0.0005,0.0077,0.0282,0.03,0.03,0.005,0.0005,0.03,0.0005,504,577,-61
TiN,0.069,1.49,0.43,0.004,0.005,0.046,0.0002,0.0005,0.0077,0.0294,0.03,0.03,0.005,0.0005,0.03,0.0005,535,594,-60
TiN,0.07,1.5,0.45,0.005,0.006,0.055,0.0002,0.0005,0.0075,0.0294,0.03,0.03,0.005,0.0005,0.03,0.0005,530,597,-60
TiN,0.074,1.58,0.28,0.008,0.008,0.0005,0.0002,0.0005,0.0145,0.0404,0.03,0.03,0.005,0.0005,0.03,0.0005,473,566,5
TiN,0.068,1.4,0.28,0.01,0.008,0.0031,0.0002,0.0005,0.0148,0.0409,0.03,0.03,0.005,0.0005,0.03,0.0005,482,545,-41
TiN,0.069,1.5,0.31,0.008,0.008,0.0051,0.0002,0.0005,0.016,0.04,0.03,0.03,0.005,0.0005,0.03,0.0005,522,584,-46
TiN,0.07,1.5,0.29,0.008,0.009,0.012,0.0002,0.0005,0.0164,0.0341,0.03,0.03,0.005,0.0005,0.03,0.0005,513,573,-29
TiN,0.068,1.51,0.39,0.007,0.009,0.03,0.0002,0.0005,0.0166,0.0278,0.03,0.03,0.005,0.0005,0.03,0.0005,546,611,-35
TiN,0.066,1.48,0.47,0.007,0.011,0.041,0.0002,0.0005,0.0164,0.0285,0.03,0.03,0.005,0.0005,0.03,0.0005,584,639,-44
TiN,0.07,1.5,0.45,0.004,0.006,0.059,0.0002,0.0005,0.0155,0.0297,0.03,0.03,0.005,0.0005,0.03,0.0005,535,599,-41
TiN,0.073,1.66,0.27,0.009,0.008,0.0005,0.0002,0.0005,0.0235,0.0399,0.03,0.03,0.005,0.0005,0.03,0.0005,505,607,20
TiN,0.069,1.45,0.26,0.01,0.009,0.0029,0.0002,0.0005,0.0226,0.0391,0.03,0.03,0.005,0.0005,0.03,0.0005,492,581,-24
TiN,0.073,1.53,0.29,0.009,0.007,0.0046,0.0002,0.0005,0.0243,0.0419,0.03,0.03,0.005,0.0005,0.03,0.0005,538,591,-28
TiN,0.07,1.45,0.28,0.009,0.009,0.012,0.0002,0.0005,0.0239,0.0315,0.03,0.03,0.005,0.0005,0.03,0.0005,523,599,-23
TiN,0.067,1.48,0.4,0.006,0.008,0.032,0.0002,0.0005,0.0253,0.0286,0.03,0.03,0.005,0.0005,0.03,0.0005,546,621,-24
TiN,0.068,1.46,0.47,0.007,0.006,0.045,0.0002,0.0005,0.0249,0.0297,0.03,0.03,0.005,0.0005,0.03,0.0005,578,631,-30
TiN,0.066,1.47,0.43,0.005,0.006,0.069,0.0002,0.0005,0.024,0.0322,0.03,0.03,0.005,0.0005,0.03,0.0005,552,615,-28
TiO2,0.072,1.41,0.39,0.007,0.005,0.0003,0.0002,0.0005,0.0074,0.0414,0.03,0.03,0.005,0.012,0.03,0.002,460,539,-34
TiO2,0.061,1.44,0.33,0.005,0.009,0.0015,0.0002,0.0005,0.0066,0.0377,0.03,0.03,0.005,0.012,0.03,0.002,470,547,-70
TiO2,0.076,1.4,0.41,0.005,0.006,0.0027,0.0002,0.0005,0.0082,0.0395,0.03,0.03,0.005,0.012,0.03,0.002,500,553,-72
TiO2,0.073,1.38,0.44,0.004,0.006,0.0042,0.0002,0.0005,0.0073,0.042,0.03,0.03,0.005,0.012,0.03,0.002,503,561,-65
TiO2,0.071,1.42,0.44,0.008,0.006,0.0053,0.0002,0.0005,0.0076,0.0403,0.03,0.03,0.005,0.012,0.03,0.002,510,566,-61
TiO2,0.073,1.44,0.46,0.008,0.006,0.0069,0.0002,0.0005,0.0077,0.0402,0.03,0.03,0.005,0.012,0.03,0.002,546,596,-52
TiO2,0.07,1.4,0.45,0.004,0.007,0.0078,0.0002,0.0005,0.0077,0.0416,0.03,0.03,0.005,0.012,0.03,0.002,543,589,-49
TiOX,0.078,1.46,0.39,0.003,0.009,0.0002,0.0002,0.0005,0.005,0.0235,0.03,0.03,0.005,0.0005,0.03,0.0005,468,538,-37
TiOX,0.078,1.49,0.38,0.003,0.009,0.0019,0.0002,0.0005,0.0059,0.0242,0.03,0.03,0.005,0.0005,0.03,0.0005,455,554,-82
TiOX,0.082,1.49,0.37,0.003,0.009,0.003,0.0002,0.0005,0.0059,0.0257,0.03,0.03,0.005,0.0005,0.03,0.0005,453,552,-81
TiOX,0.084,1.42,0.36,0.003,0.009,0.0035,0.0002,0.0005,0.0046,0.024,0.03,0.03,0.005,0.0005,0.03,0.0005,470,558,-79
TiOX,0.087,1.41,0.37,0.003,0.009,0.0055,0.0002,0.0005,0.0053,0.0246,0.03,0.03,0.005,0.0005,0.03,0.0005,476,572,-71
TiOX,0.088,1.48,0.41,0.003,0.009,0.01,0.0002,0.0005,0.0053,0.0217,0.03,0.03,0.005,0.0005,0.03,0.0005,495,591,-61
TiOX,0.083,1.66,0.35,0.004,0.01,0.0005,0.0002,0.0005,0.0058,0.027,0.03,0.03,0.005,0.0005,0.03,0.0005,454,559,-29
TiOX,0.082,1.69,0.35,0.004,0.01,0.0015,0.0002,0.0005,0.0058,0.0283,0.03,0.03,0.005,0.0005,0.03,0.0005,485,571,-69
TiOX,0.085,1.63,0.34,0.004,0.01,0.0025,0.0002,0.0005,0.0068,0.0276,0.03,0.03,0.005,0.0005,0.03,0.0005,489,560,-84
TiOX,0.08,1.64,0.34,0.004,0.01,0.0032,0.0002,0.0005,0.0066,0.0276,0.03,0.03,0.005,0.0005,0.03,0.0005,474,562,-74
TiOX,0.083,1.58,0.37,0.004,0.009,0.0059,0.0002,0.0005,0.0068,0.0286,0.03,0.03,0.005,0.0005,0.03,0.0005,495,572,-69
TiOX,0.087,1.6,0.38,0.004,0.011,0.0088,0.0002,0.0005,0.0075,0.027,0.03,0.03,0.005,0.0005,0.03,0.0005,503,590,-63
TiOX,0.081,1.35,0.32,0.005,0.011,0.0006,0.0002,0.0005,0.008,0.0361,0.03,0.03,0.005,0.0005,0.03,0.0005,433,551,-28
TiOX,0.083,1.37,0.33,0.006,0.012,0.002,0.0002,0.0005,0.0076,0.0353,0.03,0.03,0.005,0.0005,0.03,0.0005,475,561,-63
TiOX,0.081,1.52,0.37,0.006,0.013,0.003,0.0002,0.0005,0.0088,0.0346,0.03,0.03,0.005,0.0005,0.03,0.0005,482,566,-64
TiOX,0.086,1.54,0.39,0.006,0.014,0.0052,0.0002,0.0005,0.0086,0.0328,0.03,0.03,0.005,0.0005,0.03,0.0005,525,588,-60
